symbol,date,price
AAPL,2019,55.27
AAPL,2019,55.96
AAPL,2019,54.58
AAPL,2019,55.33
AAPL,2019,55.78
AAPL,2019,56.72
AAPL,2019,57.09
AAPL,2019,56.91
AAPL,2019,56.26
AAPL,2019,55.75
AAPL,2019,54.93
AAPL,2019,54.49
AAPL,2019,54.04
AAPL,2019,53.87
AAPL,2019,53.76
AAPL,2019,53.76
AAPL,2019,53.87
AAPL,2019,54.40
AAPL,2019,53.33
AAPL,2019,52.56
AAPL,2019,52.44
AAPL,2019,52.22
AAPL,2019,51.88
AAPL,2019,52.22
AAPL,2019,51.81
AAPL,2019,51.78
AAPL,2019,52.27
AAPL,2019,52.00
AAPL,2019,51.85
AAPL,2019,50.38
AAPL,2019,47.57
AAPL,2019,47.48
AAPL,2019,47.75
AAPL,2019,48.55
AAPL,2019,48.71
AAPL,2019,48.25
AAPL,2019,47.90
AAPL,2019,47.86
AAPL,2019,47.97
AAPL,2019,47.60
AAPL,2019,47.86
AAPL,2019,47.73
AAPL,2019,47.83
AAPL,2019,47.76
AAPL,2019,46.97
AAPL,2019,47.59
AAPL,2019,47.65
AAPL,2019,46.99
AAPL,2019,46.35
AAPL,2019,45.98
AAPL,2019,46.80
AAPL,2019,46.28
AAPL,2019,46.38
AAPL,2019,46.04
AAPL,2019,46.11
AAPL,2019,45.54
AAPL,2019,46.23
AAPL,2019,46.37
AAPL,2019,46.63
AAPL,2019,46.42
AAPL,2019,47.19
AAPL,2019,47.21
AAPL,2019,47.70
AAPL,2019,47.68
AAPL,2019,48.07
AAPL,2019,47.81
AAPL,2019,47.93
AAPL,2019,48.37
AAPL,2019,48.50
AAPL,2019,48.33
AAPL,2019,47.96
AAPL,2019,47.56
AAPL,2019,46.72
AAPL,2019,46.88
AAPL,2019,46.98
AAPL,2019,47.15
AAPL,2019,47.04
AAPL,2019,47.09
AAPL,2019,46.79
AAPL,2019,46.91
AAPL,2019,46.58
AAPL,2019,46.75
AAPL,2019,47.05
AAPL,2019,46.61
AAPL,2019,47.04
AAPL,2019,47.15
AAPL,2019,47.51
AAPL,2019,46.84
AAPL,2019,46.51
AAPL,2019,46.29
AAPL,2019,45.96
AAPL,2019,44.22
AAPL,2019,44.14
AAPL,2019,42.28
AAPL,2019,41.32
AAPL,2019,40.58
AAPL,2019,41.06
AAPL,2019,40.91
AAPL,2019,40.74
AAPL,2019,41.31
AAPL,2019,41.43
AAPL,2019,43.20
AAPL,2019,44.46
AAPL,2019,44.56
AAPL,2019,43.96
AAPL,2019,43.68
AAPL,2019,43.54
AAPL,2019,43.11
AAPL,2019,43.31
AAPL,2019,42.51
AAPL,2019,42.10
AAPL,2019,43.20
AAPL,2019,42.90
AAPL,2019,42.10
AAPL,2019,41.67
AAPL,2019,41.95
AAPL,2019,41.62
AAPL,2019,42.09
AAPL,2019,43.19
AAPL,2019,41.24
AAPL,2019,42.21
AAPL,2019,42.82
AAPL,2019,43.81
AAPL,2019,43.83
AAPL,2019,44.51
AAPL,2019,44.66
AAPL,2019,44.61
AAPL,2019,44.99
AAPL,2019,45.43
AAPL,2019,45.00
AAPL,2019,44.24
